Timestamp,Total,Syracuse - Alpha Chi Omega,Syracuse - Alpha Epsilon Phi,Syracuse - Alpha Gamma Delta,Syracuse - Alpha Phi,Syracuse - Alpha Xi Delta,Syracuse - Delta Delta Delta,Syracuse - Delta Gamma,Syracuse - Delta Phi Epsilon,Syracuse - Fall Pledge Class 2025,Syracuse - Gamma Phi Beta,Syracuse - Kappa Alpha Theta,Syracuse - Kappa Kappa Gamma,Syracuse - Phi Sigma Sigma,Syracuse - Sigma Delta Tau
2026-04-12 19:38:27,97093.25,5051.20,2318.58,659.00,9231.91,2071.91,6589.18,3649.31,1611.13,10219.25,9631.35,2948.84,26064.72,2851.75,5603.30
2026-04-12 19:38:57,97196.25,5051.20,2318.58,659.00,9231.91,2071.91,6589.18,3700.81,1611.13,10219.25,9631.35,2948.84,26116.22,2851.75,5603.30
2026-04-12 19:39:27,97247.75,5051.20,2318.58,710.50,9231.91,2071.91,6589.18,3700.81,1611.13,10219.25,9631.35,2948.84,26116.22,2851.75,5603.30
2026-04-12 19:39:58,97272.75,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3700.81,1611.13,10219.25,9631.35,2948.84,26116.22,2851.75,5603.30
2026-04-12 19:40:28,97283.05,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3700.81,1611.13,10219.25,9631.35,2948.84,26116.22,2862.05,5603.30
2026-04-12 19:41:28,97308.05,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3700.81,1611.13,10219.25,9631.35,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:41:59,97333.80,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3700.81,1611.13,10245.00,9631.35,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:43:30,97385.30,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3700.81,1611.13,10245.00,9682.85,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:45:01,97635.30,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3700.81,1861.13,10245.00,9682.85,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:46:31,97735.30,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3800.81,1861.13,10245.00,9682.85,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:48:02,97740.45,5051.20,2318.58,710.50,9231.91,2096.91,6589.18,3800.81,1861.13,10245.00,9688.00,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:50:34,97840.45,5151.20,2318.58,710.50,9231.91,2096.91,6589.18,3800.81,1861.13,10245.00,9688.00,2948.84,26116.22,2887.05,5603.30
2026-04-12 19:53:36,98040.45,5151.20,2318.58,710.50,9231.91,2096.91,6589.18,3800.81,1861.13,10345.00,9688.00,2948.84,26216.22,2887.05,5603.30
2026-04-12 19:55:06,98297.95,5151.20,2318.58,710.50,9231.91,2096.91,6589.18,3800.81,1861.13,10602.50,9688.00,2948.84,26216.22,2887.05,5603.30
2026-04-12 19:56:37,98372.95,5151.20,2318.58,710.50,9256.91,2096.91,6589.18,3800.81,1861.13,10602.50,9688.00,2948.84,26216.22,2887.05,5603.30
2026-04-12 19:57:08,98578.95,5151.20,2318.58,710.50,9256.91,2096.91,6589.18,3800.81,1861.13,10808.50,9688.00,2948.84,26216.22,2887.05,5603.30
2026-04-12 20:04:12,98588.95,5151.20,2318.58,710.50,9256.91,2096.91,6589.18,3810.81,1861.13,10808.50,9688.00,2948.84,26216.22,2887.05,5603.30
2026-04-12 20:05:13,98638.95,5151.20,2318.58,710.50,9256.91,2096.91,6589.18,3810.81,1861.13,10808.50,9688.00,2948.84,26216.22,2937.05,5603.30
2026-04-12 20:05:43,98643.95,5151.20,2318.58,710.50,9256.91,2096.91,6589.18,3810.81,1861.13,10813.50,9688.00,2948.84,26216.22,2937.05,5603.30
2026-04-12 20:06:44,98653.95,5151.20,2318.58,710.50,9256.91,2096.91,6589.18,3810.81,1861.13,10813.50,9698.00,2948.84,26216.22,2937.05,5603.30
2026-04-12 20:07:44,98678.95,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3810.81,1861.13,10813.50,9698.00,2948.84,26216.22,2937.05,5603.30
2026-04-12 20:09:15,98703.95,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3810.81,1861.13,10813.50,9698.00,2948.84,26216.22,2962.05,5603.30
2026-04-12 20:10:16,98855.45,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3810.81,1861.13,10965.00,9698.00,2948.84,26216.22,2962.05,5603.30
2026-04-12 20:12:17,99890.45,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3810.81,1861.13,10965.00,9703.00,2948.84,26216.22,2962.05,5603.30
2026-04-12 20:16:50,99941.95,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3862.31,1861.13,10965.00,9703.00,2948.84,26216.22,2962.05,5603.30
2026-04-12 20:18:51,99951.95,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3862.31,1861.13,10965.00,9703.00,2958.84,26216.22,2962.05,5603.30
2026-04-12 20:20:52,100003.45,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3862.31,1861.13,10965.00,9703.00,2958.84,26216.22,2962.05,5603.30
2026-04-12 20:22:53,100054.95,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3862.31,1861.13,10965.00,9703.00,2958.84,26216.22,2962.05,5603.30
2026-04-12 20:23:24,100157.95,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9703.00,2958.84,26267.72,2962.05,5603.30
2026-04-12 20:25:25,100163.10,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9703.00,2958.84,26272.87,2962.05,5603.30
2026-04-12 20:28:58,100188.10,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9703.00,2958.84,26272.87,2962.05,5603.30
2026-04-12 20:29:58,100213.10,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9703.00,2958.84,26297.87,2962.05,5603.30
2026-04-12 20:30:59,100238.10,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9703.00,2958.84,26297.87,2962.05,5603.30
2026-04-12 20:32:30,100341.10,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9703.00,2958.84,26297.87,2962.05,5706.30
2026-04-12 20:35:02,100366.10,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3913.81,1861.13,10965.00,9728.00,2958.84,26297.87,2962.05,5706.30
2026-04-12 20:38:03,100391.85,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3939.56,1861.13,10965.00,9728.00,2958.84,26297.87,2962.05,5706.30
2026-04-12 20:41:05,100493.35,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3939.56,1861.13,11016.50,9728.00,2958.84,26347.87,2962.05,5706.30
2026-04-12 20:42:51,100493.35,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3939.56,1861.13,11016.50,9728.00,2958.84,26347.87,2962.05,5706.30
2026-04-12 20:44:07,100544.85,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3939.56,1861.13,11068.00,9728.00,2958.84,26347.87,2962.05,5706.30
2026-04-12 20:44:37,100647.85,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3939.56,1861.13,11068.00,9728.00,2958.84,26347.87,3065.05,5706.30
2026-04-12 20:45:38,100734.35,5151.20,2318.58,710.50,9281.91,2096.91,6589.18,3964.56,1861.13,11068.00,9779.50,2958.84,26357.87,3065.05,5706.30
2026-04-12 20:46:08,100749.35,5151.20,2318.58,710.50,9281.91,2111.91,6589.18,3964.56,1861.13,11068.00,9779.50,2958.84,26357.87,3065.05,5706.30
2026-04-12 20:46:26,100749.35,5151.20,2318.58,710.50,9281.91,2111.91,6589.18,3964.56,1861.13,11068.00,9779.50,2958.84,26357.87,3065.05,5706.30
2026-04-12 20:47:57,100874.35,5151.20,2318.58,710.50,9281.91,2111.91,6589.18,3964.56,1861.13,11068.00,9804.50,2958.84,26457.87,3065.05,5706.30
2026-04-12 20:48:09,100874.35,5151.20,2318.58,710.50,9281.91,2111.91,6589.18,3964.56,1861.13,11068.00,9804.50,2958.84,26457.87,3065.05,5706.30
2026-04-12 20:48:28,100924.35,5151.20,2318.58,710.50,9281.91,2111.91,6589.18,3964.56,1861.13,11068.00,9804.50,2958.84,26507.87,3065.05,5706.30
2026-04-12 20:48:40,100924.35,5151.20,2318.58,710.50,9281.91,2111.91,6589.18,3964.56,1861.13,11068.00,9804.50,2958.84,26507.87,3065.05,5706.30
2026-04-12 20:48:58,100999.35,5151.20,2318.58,710.50,9306.91,2111.91,6589.18,3964.56,1861.13,11068.00,9804.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:49:10,100999.35,5151.20,2318.58,710.50,9306.91,2111.91,6589.18,3964.56,1861.13,11068.00,9804.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:49:59,101099.35,5151.20,2318.58,710.50,9306.91,2111.91,6689.18,3964.56,1861.13,11068.00,9804.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:50:10,101099.35,5151.20,2318.58,710.50,9306.91,2111.91,6689.18,3964.56,1861.13,11068.00,9804.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:50:29,101125.10,5151.20,2318.58,710.50,9306.91,2111.91,6689.18,3964.56,1861.13,11068.00,9830.25,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:50:41,101125.10,5151.20,2318.58,710.50,9306.91,2111.91,6689.18,3964.56,1861.13,11068.00,9830.25,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:52:12,101176.60,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11068.00,9830.25,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:52:30,101176.60,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11068.00,9830.25,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:54:32,101202.35,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11068.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:54:43,101252.35,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:55:02,101252.35,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:55:33,101302.35,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:55:44,101302.35,5151.20,2318.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:56:33,101902.35,5251.20,2818.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:56:44,101902.35,5251.20,2818.58,710.50,9306.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:58:04,102002.35,5251.20,2818.58,710.50,9406.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 20:58:15,102002.35,5251.20,2818.58,710.50,9406.91,2163.41,6689.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:01:06,102052.35,5251.20,2818.58,710.50,9406.91,2163.41,6739.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:01:17,102052.35,5251.20,2818.58,710.50,9406.91,2163.41,6739.18,3964.56,1861.13,11118.00,9856.00,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:04:39,102103.85,5251.20,2818.58,710.50,9406.91,2163.41,6739.18,3964.56,1861.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:04:49,102103.85,5251.20,2818.58,710.50,9406.91,2163.41,6739.18,3964.56,1861.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:09:13,102128.85,5251.20,2818.58,710.50,9431.91,2163.41,6739.18,3964.56,1861.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:09:22,102128.85,5251.20,2818.58,710.50,9431.91,2163.41,6739.18,3964.56,1861.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:10:13,102378.85,5251.20,2818.58,960.50,9431.91,2163.41,6739.18,3964.56,1861.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:10:23,102378.85,5251.20,2818.58,960.50,9431.91,2163.41,6739.18,3964.56,1861.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:13:15,102428.85,5251.20,2818.58,960.50,9431.91,2163.41,6739.18,3964.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:13:25,102428.85,5251.20,2818.58,960.50,9431.91,2163.41,6739.18,3964.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:16:57,102531.85,5251.20,2818.58,960.50,9431.91,2163.41,6739.18,4067.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:17:18,102581.85,5301.20,2818.58,960.50,9431.91,2163.41,6739.18,4067.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:17:27,102581.85,5301.20,2818.58,960.50,9431.91,2163.41,6739.18,4067.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:19:20,102633.35,5301.20,2818.58,960.50,9431.91,2214.91,6739.18,4067.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:19:28,102633.35,5301.20,2818.58,960.50,9431.91,2214.91,6739.18,4067.56,1911.13,11118.00,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:20:20,102684.85,5301.20,2818.58,960.50,9431.91,2214.91,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:20:29,102684.85,5301.20,2818.58,960.50,9431.91,2214.91,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:20:51,102736.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:20:59,102736.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26507.87,3115.05,5706.30
2026-04-12 21:21:30,102839.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3115.05,5706.30
2026-04-12 21:21:51,102839.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3115.05,5706.30
2026-04-12 21:27:55,103096.85,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3115.05,5706.30
2026-04-12 21:28:04,103096.85,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3115.05,5706.30
2026-04-12 21:35:01,103148.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3115.05,5757.80
2026-04-12 21:35:08,103148.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3115.05,5757.80
2026-04-12 21:35:38,103199.85,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9907.50,2958.84,26610.87,3166.55,5757.80
2026-04-12 21:36:02,103251.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9959.00,2958.84,26610.87,3166.55,5757.80
2026-04-12 21:36:09,103251.35,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,9959.00,2958.84,26610.87,3166.55,5757.80
2026-04-12 21:36:32,103364.65,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:36:39,103364.65,5301.20,2818.58,960.50,9431.91,2266.41,6739.18,4067.56,1911.13,11169.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:41:36,103464.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11169.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:41:42,103464.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11169.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:42:37,103979.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11684.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:42:42,103979.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11684.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:46:09,104082.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11787.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:46:15,104082.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11787.50,10062.00,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:53:34,104340.15,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:53:49,104340.15,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4067.56,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:55:37,104597.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:55:50,104597.65,5301.20,2818.58,960.50,9431.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:56:51,104697.65,5301.20,2918.58,960.50,9431.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:57:09,104697.65,5301.20,2918.58,960.50,9431.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:58:52,104797.65,5301.20,2918.58,960.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 21:59:12,104797.65,5301.20,2918.58,960.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3166.55,5757.80
2026-04-12 22:00:13,104847.65,5301.20,2918.58,960.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:00:23,104847.65,5301.20,2918.58,960.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10319.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:06:50,104872.65,5301.20,2918.58,960.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:06:57,104872.65,5301.20,2918.58,960.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:12:25,104892.65,5301.20,2918.58,980.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:12:31,104892.65,5301.20,2918.58,980.50,9531.91,2266.41,6839.18,4325.06,1911.13,11787.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:16:30,104995.65,5301.20,2918.58,980.50,9531.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:16:33,104995.65,5301.20,2918.58,980.50,9531.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:18:02,105015.65,5301.20,2938.58,980.50,9531.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:18:04,105015.65,5301.20,2938.58,980.50,9531.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:19:34,105065.65,5301.20,2938.58,980.50,9581.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:19:35,105065.65,5301.20,2938.58,980.50,9581.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:20:05,105081.10,5301.20,2954.03,980.50,9581.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:20:05,105081.10,5301.20,2954.03,980.50,9581.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:23:07,105231.10,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:23:09,105231.10,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,11890.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:23:37,105540.10,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12199.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:23:40,105540.10,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12199.50,10344.50,2958.84,26621.17,3216.55,5757.80
2026-04-12 22:25:08,105643.10,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12199.50,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:25:12,105661.64,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12218.04,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:25:38,105661.64,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12218.04,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:27:09,105671.94,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:27:15,105671.94,5301.20,2954.03,1130.50,9581.91,2266.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:33:44,105971.94,5301.20,2954.03,1430.50,9581.91,2266.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:33:51,105971.94,5301.20,2954.03,1430.50,9581.91,2266.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:40:58,106071.94,5301.20,2954.03,1430.50,9681.91,2266.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:41:18,106071.94,5301.20,2954.03,1430.50,9681.91,2266.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:42:49,106116.94,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:43:01,106116.94,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:43:50,106219.94,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:44:02,106219.94,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4325.06,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 22:56:42,106271.44,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4376.56,1911.13,12228.34,10344.50,2958.84,26621.17,3216.55,5860.80
2026-04-12 23:16:28,106471.44,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4376.56,1911.13,12228.34,10344.50,2958.84,26621.17,3416.55,5860.80
2026-04-12 23:24:34,106501.44,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4376.56,1911.13,12228.34,10374.50,2958.84,26621.17,3416.55,5860.80
2026-04-12 23:32:41,106552.94,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4376.56,1911.13,12228.34,10374.50,2958.84,26621.17,3416.55,5860.80
2026-04-12 23:38:46,106577.94,5301.20,2979.03,1430.50,9681.91,2286.41,6839.18,4376.56,1911.13,12228.34,10374.50,2958.84,26621.17,3416.55,5885.80
2026-04-12 23:51:56,106582.94,5301.20,2979.03,1430.50,9681.91,2286.41,6844.18,4376.56,1911.13,12228.34,10374.50,2958.84,26621.17,3416.55,5885.80
2026-04-12 23:56:30,106682.94,5301.20,2979.03,1430.50,9681.91,2286.41,6844.18,4376.56,1911.13,12228.34,10474.50,2958.84,26621.17,3416.55,5885.80
2026-04-13 00:04:06,106732.94,5301.20,2979.03,1430.50,9681.91,2286.41,6844.18,4376.56,1911.13,12228.34,10474.50,2958.84,26671.17,3416.55,5885.80
2026-04-13 00:12:43,106757.94,5301.20,2979.03,1430.50,9706.91,2286.41,6844.18,4376.56,1911.13,12228.34,10474.50,2958.84,26671.17,3416.55,5885.80
2026-04-13 00:14:16,106860.94,5301.20,2979.03,1430.50,9706.91,2286.41,6844.18,4376.56,1911.13,12279.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 00:22:22,106963.94,5301.20,2979.03,1430.50,9706.91,2286.41,6844.18,4376.56,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 00:27:57,106969.09,5301.20,2979.03,1430.50,9706.91,2286.41,6849.33,4376.56,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 00:40:06,107072.09,5301.20,2979.03,1430.50,9706.91,2286.41,6849.33,4479.56,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 02:36:31,107097.84,5301.20,2979.03,1430.50,9706.91,2286.41,6849.33,4505.31,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 05:30:07,107123.59,5301.20,2979.03,1430.50,9732.66,2286.41,6849.33,4505.31,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 06:25:49,107149.34,5326.95,2979.03,1430.50,9732.66,2286.41,6849.33,4505.31,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 06:31:24,107199.34,5326.95,2979.03,1430.50,9732.66,2286.41,6849.33,4555.31,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
2026-04-13 06:46:36,107299.34,5326.95,2979.03,1430.50,9832.66,2286.41,6849.33,4555.31,1911.13,12382.84,10474.50,2958.84,26722.67,3416.55,5885.80
